,CXSMILES,HLM,Molecule Name,Set,hlm_value_unscaled,hlm_value_unscaled_log10_nan,hlm_value_unscaled_log10_epsilon,hlm_value_scaled,hlm_value_scaled_log10_nan,hlm_value_scaled_log10_epsilon,dataset,data_year
388,"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CCN1CCC3(COC3)C1)C(=O)C1=CC=C(Cl)C=C12 |a:1,16|",281.0,ASAP-0015092,Test,281.0,2.44870631990508,2.44870631990508,288.868,2.460699434564337,2.460699434564337,openadmet_polaris,2025
389,"COC[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=CNC=N1)C(=O)C1=CC=C(Cl)C=C12 |a:3,18|",17.0,ASAP-0014936,Test,17.0,1.2304489213782739,1.2304489213782739,17.476,1.2424420360375308,1.2424420360375308,openadmet_polaris,2025
390,"COC[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=NC=CN1)C(=O)C1=CC=C(Cl)C=C12 |a:3,18|",114.0,ASAP-0014948,Test,114.0,2.0569048513364727,2.0569048513364727,117.19200000000001,2.0688979659957294,2.0688979659957294,openadmet_polaris,2025
391,"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=CC=NC=N1)C(=O)C1=CC=C(F)C=C12 |a:1,16|",43.0,ASAP-0014794,Test,43.0,1.6334684555795864,1.6334684555795864,44.204,1.6454615702388435,1.6454615702388435,openadmet_polaris,2025
392,"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=NN(C)N=N1)C(=O)C1=CC=C(F)C=C12 |a:1,16|",16.0,ASAP-0014758,Test,16.0,1.2041199826559248,1.2041199826559248,16.448,1.2161130973151817,1.2161130973151817,openadmet_polaris,2025
393,"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=NN(C)N=C1)C(=O)C1=CC=C(F)C=C12 |a:1,16|",29.0,ASAP-0014753,Test,29.0,1.462397997898956,1.462397997898956,29.812,1.474391112558213,1.474391112558213,openadmet_polaris,2025
394,"CC1=NC(CN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3C)C3=CC(F)=CC=C3C2=O)=CO1 |a:7,22|",163.0,ASAP-0014750,Test,163.0,2.2121876044039577,2.2121876044039577,167.564,2.224180719063215,2.224180719063215,openadmet_polaris,2025
395,"CC1=NC(CN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3C)C3=CC(F)=CC=C3C2=O)=NO1 |a:7,22|",22.0,ASAP-0014762,Test,22.0,1.3424226808222062,1.3424226808222062,22.616,1.354415795481463,1.354415795481463,openadmet_polaris,2025
396,"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CCN1CCS(=O)(=O)CC1)C(=O)C1=CC=C(Cl)C=C12 |a:1,16|",230.0,ASAP-0014717,Test,230.0,2.361727836017593,2.361727836017593,236.44,2.3737209506768497,2.3737209506768497,openadmet_polaris,2025
397,"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=NOC=C1)C(=O)C1=CC=C(F)C=C12 |a:1,16|",53.0,ASAP-0014764,Test,53.0,1.724275869600789,1.724275869600789,54.484,1.736268984260046,1.736268984260046,openadmet_polaris,2025
398,"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=NN(C)C=C1)C(=O)C1=CC=C(F)C=C12 |a:1,16|",85.0,ASAP-0014770,Test,85.0,1.9294189257142926,1.9294189257142926,87.38,1.9414120403735495,1.9414120403735495,openadmet_polaris,2025
399,"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=CN(C)N=C1)C(=O)C1=CC=C(F)C=C12 |a:1,16|",48.0,ASAP-0014773,Test,48.0,1.6812412373755872,1.6812412373755872,49.344,1.693234352034844,1.693234352034844,openadmet_polaris,2025
400,"COC[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=CC=NN1)C(=O)C1=CC=C(Cl)C=C12 |a:3,18|",156.0,ASAP-0014789,Test,156.0,2.1931245983544616,2.1931245983544616,160.368,2.2051177130137187,2.2051177130137187,openadmet_polaris,2025
401,"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CCN1CCCC1=O)C(=O)C1=CC=C(Cl)C=C12 |a:1,16|",406.0,ASAP-0014632,Test,406.0,2.6085260335771943,2.6085260335771943,417.368,2.620519148236451,2.620519148236451,openadmet_polaris,2025
402,"CC1=NC=C(CN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3C)C3=CC(F)=CC=C3C2=O)O1 |a:8,23|",143.0,ASAP-0014619,Test,143.0,2.155336037465062,2.155336037465062,147.004,2.1673291521243185,2.1673291521243185,openadmet_polaris,2025
