SMILES_standardized,hlm_value_scaled_deduplicated,n_reps,y_std,y_min,y_max
CCc1ncccc1OC1CCN(C(=O)c2[nH]nc3ccccc23)CC1,96.7,1,,96.7,96.7
CCc1ncccc1OC1CCN(C(=O)c2[nH]ncc2-c2ccccc2)CC1,265.6,1,,265.6,265.6
CCn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3nnc(C)s3)cnc21,5.4,1,,5.4,5.4
CCn1c2ccc(OCC3=[NH+]CCN3)cc2c2cc3cnccc3cc21,24.7,1,,24.7,24.7
CCn1c2ccc([O-])cc2c2ncn(CCCN3CCCCC3)c(=O)c21,0.4,1,,0.4,0.4
CCn1cc(-c2ccc3ncsc3c2)c(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)n1,48.7,1,,48.7,48.7
CCn1cc(C#Cc2cncs2)c(C(=O)N2CCC(Oc3cncc(Cl)c3)CC2)n1,35.9,1,,35.9,35.9
CCn1cc(C#Cc2cncs2)c(C(=O)N2CCN(Cc3cncc(Cl)c3)CC2)n1,609.5,1,,609.5,609.5
CCn1cc(C(=O)N2CCc3c([nH]c4ccccc34)C2c2ccccc2F)cn1,40.3,1,,40.3,40.3
CCn1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,8.5,1,,8.5,8.5
CCn1ncc(-c2ccc3ncsc3c2)c1C(=O)N1CCC(OC2CCN(C3CC3)CC2)CC1,108.2,1,,108.2,108.2
CCn1ncc(C#Cc2cncs2)c1C(=O)N1CCC(Oc2cncc(Cl)c2)CC1,333.2,1,,333.2,333.2
CCn1ncc(C#Cc2cncs2)c1C(=O)N1CCN(Cc2cncc(Cl)c2)CC1,873.6,1,,873.6,873.6
CN(C(=O)CCCN1CCCCC1)c1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,2.8,1,,2.8,2.8
CN(C(=O)CN1CCCCC1)c1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,3.7,1,,3.7,3.7
CN(C(=O)OC(C)(C)C)C1CN(CCOc2ccc(-c3cnc4c(C#N)cnn4c3)cc2)C1,786.9,1,,786.9,786.9
CN(C)C(=O)CCn1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,8.5,1,,8.5,8.5
CN(C)C(=O)Cc1ccc(Nc2nccc(-c3cccc([N-]S(C)(=O)=O)c3)n2)cc1,22.8,1,,22.8,22.8
CN(C)C(=O)Cc1cccc(Nc2cccc(-c3cccnc3)n2)n1,9.2,1,,9.2,9.2
CN(C)C(=O)Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O,9.4,1,,9.4,9.4
CN(C)C(=O)c1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ccncc2c1,19.7,1,,19.7,19.7
CN(C)C(=O)c1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,5.5,1,,5.5,5.5
CN(C)C(=O)c1cn(C)c2ccc(OCCCN3CCCC3)cc12,0.0,1,,0.0,0.0
CN(C)C1(COc2ccc(-c3cnc4c(C#N)cnn4c3)cc2)COC1,4.2,1,,4.2,4.2
CN(C)C1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,2.2,1,,2.2,2.2
CN(C)C1CCN(c2ccc3[nH]c(-c4ccc(-c5nc6cc(N7CCC(N(C)C)CC7)ccc6[nH]5)cc4)nc3c2)CC1,8.8,1,,8.8,8.8
CN(C)C1CN(CCOc2ccc(-c3cnc4c(C#N)cnn4c3)cc2)C1,3.7,1,,3.7,3.7
CN(C)CC(O)COc1ccc2[nH]c(-c3ccc(-c4nc5cc(OCC(O)CN(C)C)ccc5[nH]4)c(F)c3)nc2c1,18.9,1,,18.9,18.9
CN(C)CCCOc1ccc(-c2nc3cc(-c4ccc5[nH]c(N)nc5c4)ccc3[nH]2)cc1,14.2,1,,14.2,14.2
CN(C)CCCOc1ccc(-c2nc3cc(-c4ccc5[nH]cnc5c4)ccc3[nH]2)cc1,18.9,1,,18.9,18.9
CN(C)CCCOc1ccc(-c2nc3cc(C(=O)Nc4ccc5nc(-c6ccc(OCCCN(C)C)cc6)[nH]c5c4)ccc3[nH]2)cc1,9.5,1,,9.5,9.5
CN(C)CCCOc1ccc(CNC(=O)Nc2ccc3cnccc3c2)cc1,15.8,1,,15.8,15.8
CN(C)CCCOc1ccc2[nH]c(-c3cccc4[nH]c(-c5ccncc5)nc34)nc2c1,7.4,1,,7.4,7.4
CN(C)CCCOc1ccccc1Nc1nc(-c2ccc(F)cc2)cs1,12.5,1,,12.5,12.5
CN(C)CCOc1ccc(-c2cc(C#N)c3ccncc3c2)cc1,22.1,1,,22.1,22.1
CN(C)CCOc1ccc(-c2cc(C#N)cc3cnccc23)cc1,31.4,1,,31.4,31.4
CN(C)CCOc1ccc(-c2cc3nc(-c4ccccc4)cc(N)n3n2)cc1,39.7,1,,39.7,39.7
CN(C)CCOc1ccc(-c2ccc3ccncc3c2)cc1,151.5,1,,151.5,151.5
CN(C)CCOc1ccc(CNC(=O)Nc2ccc3nnsc3c2)cc1,15.6,1,,15.6,15.6
CN(C)CCOc1ccc2c(c1)[nH]c1c(=O)n(C)cc(Cl)c12,8.3,1,,8.3,8.3
CN(C)CCOc1ccc2c(c1)c1cc3cnccc3cc1n2C,19.5,1,,19.5,19.5
CN(C)CCOc1ccc2c(c1)c1cc3ncccc3cc1n2C,21.5,1,,21.5,21.5
CN(C)CCOc1cccc(Nc2nc(-c3ccccc3)cs2)c1,56.2,1,,56.2,56.2
CN(C)CCc1ccc(Nc2cccc(-c3cccc(F)c3)n2)cc1,725.0,1,,725.0,725.0
CN(C)CCn1nc(C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)c2ccccc21,87.2,1,,87.2,87.2
CN(C)Cc1ccc(-c2c[nH]nc2C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)cc1,161.4,1,,161.4,161.4
CN(C)Cc1ccc(CNC(=O)Nc2ccc3nnsc3c2)cc1,9.9,1,,9.9,9.9
CN(C)Cc1ccc(Nc2cccc(-c3cccc(F)c3)n2)cc1,40.9,1,,40.9,40.9
CN(C)Cc1ccc(Nc2nccc(-c3cccc(F)c3)n2)cc1,77.2,1,,77.2,77.2
CN(C)Cc1ccc(OC2CCN(C(=O)c3[nH]ncc3-c3ccccc3)CC2)cc1,17.0,1,,17.0,17.0
CN(C)Cc1cccc(OC2CCN(C(=O)c3[nH]ncc3-c3ccccc3)CC2)c1,33.5,1,,33.5,33.5
CN(C)Cc1cncc(O[C@@H]2[C@@H]3CC[C@H]2CN(Cc2[nH]nc4cccnc24)C3)c1,18.2,1,,18.2,18.2
CN(C)Cc1ncccc1O[C@@H]1[C@@H]2CC[C@H]1CN(Cc1[nH]nc3cccnc13)C2,3.0,1,,3.0,3.0
CN(C)[C@@H]1CCCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,3.0,1,,3.0,3.0
CN(C)[C@H]1CCCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,3.6,1,,3.6,3.6
CN(C)c1c[nH]nc1C(=O)N1CCC(Oc2ccc(Cl)cc2)CC1,19.0,1,,19.0,19.0
CN(C)c1cc(-c2ccccc2)nc2cc(-c3ccccc3)nn12,114.3,1,,114.3,114.3
CN(C)c1ccc(NC(=O)c2cc3cc(-c4cn(C)cn4)ccn3n2)cc1,19.9,1,,19.9,19.9
CN(C)c1ccc(Nc2nc(-c3ccc(F)cc3)cs2)cc1,185.6,1,,185.6,185.6
CN(C)c1cccc(Nc2nc(-c3ccc(F)cc3)cs2)c1,84.8,1,,84.8,84.8
CN(C)c1ccccc1Nc1nc(-c2ccc(F)cc2)cs1,114.6,1,,114.6,114.6
CN(C)c1nccc2c1c1cc(OCCN3CCCCC3)ccc1n2C,12.1,1,,12.1,12.1
CN(CCN1CCCCC1)c1ccc(-c2cnc3c(C#N)cnn3c2)cc1,10.4,1,,10.4,10.4
CN(CCN1CCCCC1)c1ccc([O-])cc1-c1cc2cnccc2cn1,14.8,1,,14.8,14.8
CN(CCN1CCCCC1)c1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,12.5,1,,12.5,12.5
CN(CCN1CCCCC1)c1cnc(-c2ccc3ccncc3c2)nn1,12.9,1,,12.9,12.9
CN(CCOc1ccc(-c2ccc3ccncc3c2)cc1)C1CC(F)(F)C1,69.2,1,,69.2,69.2
CN(CCOc1ccc(-c2ccc3ccncc3c2)cc1)C1CCC1,25.7,1,,25.7,25.7
CN(CCOc1ccc(-c2ccc3ccncc3c2)cc1)C1COC1,37.9,1,,37.9,37.9
CN(CCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12)C1COC1,9.8,1,,9.8,9.8
CN(CCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12)CC(C)(C)O,13.6,1,,13.6,13.6
CN(CCn1ccc2c([nH]c3c(Cl)cccc32)c1=O)C1CCCCC1,174.8,1,,174.8,174.8
CN(CCn1ccc2c([nH]c3cc(Cl)ccc32)c1=O)C1CCCCC1,64.0,1,,64.0,64.0
CN(CCn1cnc2c([nH]c3c(Cl)cccc32)c1=O)C1CCCCC1,459.8,1,,459.8,459.8
CN(Cc1nc2cc(CO)ccc2[nH]1)C(=O)c1c[nH]c2ncccc12,1.5,1,,1.5,1.5
CN(Cc1nc2cc(CO)ccc2n1C)C(=O)c1cn(C)c2ncccc12,3.5,1,,3.5,3.5
CN(Cc1nc2ccc(CO)cc2n1C)C(=O)c1cn(C)c2ccccc12,5.0,1,,5.0,5.0
CN(Cc1nc2ccc(CO)cc2n1C)C(=O)c1cn(C)c2ncccc12,1.3,1,,1.3,1.3
CN(c1cc(-c2cccc(F)c2)ccn1)c1ccnn1CC1CCNCC1,3.6,1,,3.6,3.6
CN(c1cc(-c2cccnc2)ccn1)c1cccc(CC(N)=O)n1,10.8,1,,10.8,10.8
CN(c1cc(-c2cccnc2)ccn1)c1ccnn1CC1CCNCC1,0.3,1,,0.3,0.3
CN(c1cc2c(cn1)ncn2C)C1CCN(C(=O)c2[nH]ncc2-c2ccccc2)CC1,55.9,1,,55.9,55.9
CN(c1ccc(CCN2CCC2)cc1)c1nccc(-c2cccc(F)c2)n1,7.4,1,,7.4,7.4
CN(c1ccc(CN2CCOCC2)cc1)c1nccc(-c2cccc(F)c2)n1,91.4,1,,91.4,91.4
CN(c1ccc(Cl)cc1)C1CC2CCC(C1)N2C(=O)c1[nH]nc2cccnc12,593.6,1,,593.6,593.6
CN(c1ccc(Cl)cc1)C1CCN(C(=O)c2[nH]nc3cc(OC(F)(F)F)ccc23)CC1,42.6,1,,42.6,42.6
CN(c1ccc(Cl)cc1)C1CCN(C(=O)c2[nH]nc3ccccc23)CC1,25.5,1,,25.5,25.5
CN(c1ccc(Cl)cc1)C1CCN(C(=O)c2cn(C)c3ccccc23)CC1,52.3,1,,52.3,52.3
CN(c1ccc(Cl)cc1)[C@@H]1C[C@@H]2CN(C(=O)c3[nH]nc4cccnc34)C[C@@H]2C1,82.4,1,,82.4,82.4
CN(c1ccc(Cl)cc1)[C@H]1C[C@@H]2CN(C(=O)c3[nH]nc4cccnc34)C[C@@H]2C1,407.4,1,,407.4,407.4
CN(c1ccc2c(c1)[nH]c1c(=O)n(C)ccc12)C1CCNCC1,2.7,1,,2.7,2.7
CN(c1ccc2c(c1)[nH]c1c(=O)n(C)ccc12)[C@@H]1C[C@H]2CC[C@@H](C1)N2,0.9,1,,0.9,0.9
CN(c1cccc(-c2cccc(F)c2)n1)c1ccn(CC(N)=O)n1,23.0,1,,23.0,23.0
CN(c1cccc(-c2cccc(F)c2)n1)c1ccn(CC2CCNCC2)n1,1.1,1,,1.1,1.1
CN(c1cccc(-c2cccc(F)c2)n1)c1ccnn1CC1CCNCC1,2.3,1,,2.3,2.3
CN(c1cccc(-c2cccc(F)c2)n1)c1nccn1CC1CCNCC1,15.6,1,,15.6,15.6
CN(c1cccc(-c2cccc(S(C)(=O)=O)c2)n1)c1ccn(CC(N)=O)n1,3.6,1,,3.6,3.6
CN(c1cccc(-c2cccnc2)n1)c1cccn(CC(=O)N2CCC2)c1=O,22.1,1,,22.1,22.1
CN(c1cccc(-c2cccnc2)n1)c1ccn(CC(N)=O)n1,13.7,1,,13.7,13.7
CN(c1cccc(-c2cccnc2)n1)c1ccnn1CC1CCNCC1,5.4,1,,5.4,5.4
CN(c1cccc(CC(N)=O)c1)c1nccc(-c2cccnc2)n1,24.3,1,,24.3,24.3
CN(c1cccc(CC(N)=O)n1)c1cccc(-c2cccnc2)n1,0.0,1,,0.0,0.0
CN(c1cccc(CC(N)=O)n1)c1nccc(-c2cccc(F)c2)n1,32.6,1,,32.6,32.6
CN(c1cccc2c1ncn2C)C1CCN(C(=O)c2[nH]ncc2-c2ccccc2)CC1,89.7,1,,89.7,89.7
CN(c1ccn(CC(N)=O)n1)c1nccc(-c2cccc(F)c2)n1,23.9,1,,23.9,23.9
CN(c1ccn(CC2CCNCC2)n1)c1nccc(-c2cccc(F)c2)n1,0.0,1,,0.0,0.0
CN(c1cn(CC2CCNCC2)cn1)c1cccc(-c2cccc(F)c2)n1,0.0,1,,0.0,0.0
CN(c1cnc(-c2cc(-c3cnn(C)c3)cs2)cn1)[C@@H]1C[C@H]2CC[C@@H](C1)N2,0.8,1,,0.8,0.8
CN(c1cnc(-c2ccc(-c3cnn(C)c3)s2)cn1)[C@@H]1C[C@H]2CC[C@@H](C1)N2,2.4,1,,2.4,2.4
CN(c1cncc(Cl)c1)C1CCN(C(=O)c2[nH]nc3cccnc23)CC1,79.1,1,,79.1,79.1
CN(c1cncc(Cl)c1)C1CCN(C(=O)c2[nH]ncc2-c2ccccc2)CC1,1073.6,1,,1073.6,1073.6
CN(c1cnn(-c2ccccn2)c1)c1ccc(OCCCN2CCCC2)cn1,4.8,1,,4.8,4.8
CN(c1cnn(CC(N)=O)c1)c1cccc(-c2cccc(F)c2)n1,18.1,1,,18.1,18.1
CN(c1cnn(CC(N)=O)c1)c1cccc(-c2cccc(S(C)(=O)=O)c2)n1,7.7,1,,7.7,7.7
CN(c1cnn(CC(N)=O)c1)c1nccc(-c2cccc(F)c2)n1,19.3,1,,19.3,19.3
CN(c1cnn(CC2CCNCC2)c1)c1cccc(-c2cccc(F)c2)n1,1.4,1,,1.4,1.4
CN(c1cnn(CC2CCNCC2)c1)c1nccc(-c2cccc(F)c2)n1,0.0,1,,0.0,0.0
CN(c1cnn(CC2CCNCC2)c1)c1nccc(-c2cccnc2)n1,4.8,1,,4.8,4.8
CN(c1nccc(-c2cccc(F)c2)n1)c1ccnn1CC1CCNCC1,4.0,1,,4.0,4.0
CN1C(=O)/C(=C\c2cnc[n-]2)c2c1ccc1ncsc21,84.1,1,,84.1,84.1
CN1C(=O)/C(=C\c2cncn2C)c2c1ccc1ncsc21,75.6,1,,75.6,75.6
CN1C(=O)CCc2ccc(-c3cc(OCCN4CCCCC4)ccn3)cc21,6.9,1,,6.9,6.9
CN1C(=O)CCc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc21,9.0,1,,9.0,9.0
CN1C(=O)CCc2ccc(-c3ccc(OCCN4CCCCC4)cn3)cc21,5.8,1,,5.8,5.8
CN1C(=O)CCc2ccc(-c3ccc(OCCN4CCNCC4)cc3)cc21,0.0,1,,0.0,0.0
CN1C(=O)CCc2ccc(-c3cccc(OCCN4CCCCC4)n3)cc21,30.7,1,,30.7,30.7
CN1C(=O)CCc2cnc(-c3ccc(OCCN4CCCCC4)cc3N)cc21,0.1,1,,0.1,0.1
CN1C(C)(C)CC(Nc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1(C)C,0.5,1,,0.5,0.5
CN1CC(C(=O)Nc2cccc(Nc3cccc(-c4cccnc4)n3)n2)C1,30.0,1,,30.0,30.0
CN1CC(COc2ccc(-c3cc4cccnc4c(Br)c3N)cc2)C1,34.6,1,,34.6,34.6
CN1CC(COc2ccc(-c3ccc4ccncc4c3)cc2)C1,123.7,1,,123.7,123.7
CN1CC(COc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,1.8,1,,1.8,1.8
CN1CC(COc2ccn(-c3cc4cccnc4cc3N)n2)C1,0.2,1,,0.2,0.2
CN1CC(COc2ccn(-c3ccc4ncccc4c3)n2)C1,9.5,1,,9.5,9.5
CN1CC(COc2ccn(-c3ccc4ncccc4c3N)n2)C1,2.6,1,,2.6,2.6
CN1CC(COc2ccn(-c3ccc4ncncc4c3)n2)C1,11.0,1,,11.0,11.0
CN1CC(COc2nccc3c2[nH]c2cc(F)ccc23)CCC1=O,4.2,1,,4.2,4.2
CN1CC(Cn2cc(-c3cc4ccn(C)c(=O)c4[nH]3)cn2)C1,1.3,1,,1.3,1.3
CN1CC(Cn2cc3[nH]c4c(=O)n(C)ccc4c3n2)C1,13.6,1,,13.6,13.6
CN1CC(Cn2cc3c(n2)[nH]c2c(=O)n(C)ccc23)C1,5.4,1,,5.4,5.4
CN1CC(NC(=O)Cc2cccc(Nc3cccc(-c4cccnc4)n3)n2)C1,0.0,1,,0.0,0.0
CN1CC(Oc2ccc(-c3ccc4ccncc4c3)cc2)C1,12.0,1,,12.0,12.0
CN1CC(Oc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,4.4,1,,4.4,4.4
CN1CC(Oc2cnn(-c3ccc4ccncc4c3)c2)C1,34.6,1,,34.6,34.6
CN1CCC(C#Cc2cc3ccn(C)c(=O)c3[nH]2)CC1,6.9,1,,6.9,6.9
CN1CCC(C(=O)NCc2cccc(CNC(=O)Nc3ccc4nnsc4c3)c2)CC1,9.1,1,,9.1,9.1
CN1CCC(C(F)(F)c2ccc(N(C)c3cccc(-c4cccnc4)n3)cc2)CC1,94.6,1,,94.6,94.6
CN1CCC(C(F)(F)c2ccc(Nc3cccc(-c4cccnc4)n3)cc2)CC1,95.9,1,,95.9,95.9
CN1CCC(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,2.1,1,,2.1,2.1
CN1CCC(COc2ccc(-c3ccc4ccncc4c3)cc2)CC1,74.7,1,,74.7,74.7
CN1CCC(Cc2ccc(Nc3cccc(-c4cccc(F)c4)n3)cc2)C1,510.4,1,,510.4,510.4
CN1CCC(Cc2ccc(Nc3cccc(-c4cccc(F)c4)n3)cc2)CC1,2.4,1,,2.4,2.4
CN1CCC(Cc2ccc(Nc3cccc(-c4cccnc4)n3)cc2)CC1,26.9,1,,26.9,26.9
CN1CCC(Cc2ccc(Nc3nccc(-c4cccc(F)c4)n3)cc2)CC1,13.5,1,,13.5,13.5
CN1CCC(Cn2cc(N(C)c3nccc(-c4cccnc4)n3)cn2)CC1,19.7,1,,19.7,19.7
CN1CCC(Cn2cc(Nc3cc(-c4cccnc4)ccn3)cn2)CC1,7.1,1,,7.1,7.1
CN1CCC(Cn2ccc(Nc3cccc(-c4cccc(F)c4)n3)cc2=O)CC1,4.6,1,,4.6,4.6
CN1CCC(Cn2ccc(Nc3cccc(-c4cccnc4)n3)cc2=O)CC1,4.7,1,,4.7,4.7
CN1CCC(Cn2nccc2N(C)c2cccc(-c3cccc(F)c3)n2)CC1,35.7,1,,35.7,35.7
CN1CCC(Cn2nccc2N(C)c2cccc(-c3cccnc3)n2)CC1,73.5,1,,73.5,73.5
CN1CCC(Cn2nccc2Nc2cccc(-c3cccc(F)c3)n2)CC1,0.0,1,,0.0,0.0
CN1CCC(Cn2nccc2Nc2cccc(-c3cccnc3)n2)CC1,21.2,1,,21.2,21.2
CN1CCC(N(C)c2ccc(-c3cc4ccn(C)c(=O)c4[nH]3)cc2)CC1,25.3,1,,25.3,25.3
CN1CCC(N(C)c2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,3.3,1,,3.3,3.3
CN1CCC(N2CCN(C(=O)c3[nH]ncc3-c3ccc4ncsc4c3)CC2)C(F)C1,2.7,1,,2.7,2.7
CN1CCC(N2CCN(C(=O)c3[nH]ncc3-c3ccc4ncsc4c3)CC2)CC1,0.0,1,,0.0,0.0
CN1CCC(NC(=O)Cc2cccc(Nc3cccc(-c4cccnc4)n3)n2)CC1,6.7,1,,6.7,6.7
CN1CCC(OC2CCN(C(=O)c3[nH]ncc3-c3ccc4ncsc4c3)CC2)CC1,5.9,1,,5.9,5.9
CN1CCC(OC2CCN(Cc3[nH]ncc3-c3ccc4ncsc4c3)CC2)CC1,6.3,1,,6.3,6.3
CN1CCC(O[C@@H]2[C@@H]3CC[C@H]2CN(C(=O)c2[nH]ncc2-c2ccc4ncsc4c2)C3)CC1,0.9,1,,0.9,0.9
CN1CCC(O[C@@H]2[C@@H]3CC[C@H]2CN(Cc2[nH]ncc2-c2ccc4ncsc4c2)C3)CC1,29.3,1,,29.3,29.3
CN1CCC(Oc2ccc(-c3cc4ccn(C)c(=O)c4[nH]3)cc2)CC1,111.6,1,,111.6,111.6
CN1CCC(Oc2ccc(-c3cc4ccn(C)c(=O)c4[nH]3)cn2)CC1,16.7,1,,16.7,16.7
CN1CCC(Oc2ccc(-c3ccc4ccncc4c3)cc2)CC1,296.6,1,,296.6,296.6
CN1CCC(Oc2ccc(-c3cnc4c(C#N)cnn4c3)cc2)CC1,43.0,1,,43.0,43.0
CN1CCC(Oc2ccc(Nc3cccc(-c4cccnc4)n3)cc2)CC1,100.9,1,,100.9,100.9
CN1CCC(Oc2ccc(Nc3nccc(-c4cccc(F)c4)n3)cc2)CC1,24.0,1,,24.0,24.0
CN1CCC(Oc2ccc3c(c2)[nH]c2c(=O)n(C)cc(Cl)c23)CC1,11.4,1,,11.4,11.4
CN1CCC(Oc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,3.0,1,,3.0,3.0
CN1CCC(c2cc3ccn(C)c(=O)c3[nH]2)CC1,0.3,1,,0.3,0.3
CN1CCC(c2ccc(NC(=O)c3cc4cc(-c5cn(C)cn5)ccn4n3)cc2)CC1,4.9,1,,4.9,4.9
CN1CCC(c2ccc(Nc3cc(N)n4nccc4n3)cc2)CC1,0.0,1,,0.0,0.0
CN1CCC(c2ccc(Nc3cccc(-c4cc(F)cc(N5CCOCC5)c4)n3)cc2)CC1,10.3,1,,10.3,10.3
CN1CCC(c2ccc(Nc3cccc(-c4cccc(F)c4)n3)cc2)C1,777.7,1,,777.7,777.7
CN1CCC(c2ccc(Nc3cccc(-c4cccc(F)c4)n3)cc2)CC1,8.4,1,,8.4,8.4
CN1CCC(c2ccc(Nc3nccc(-c4cc(F)cc(N5CCOCC5)c4)n3)cc2)CC1,10.6,1,,10.6,10.6
CN1CCC(c2ccc(Nc3nccc(-c4cccc(F)c4)n3)cc2)CC1,3.3,1,,3.3,3.3
CN1CCC(c2ccc3[nH]nc(C(=O)N4CCC(Oc5ccc(Cl)cc5)CC4)c3c2)CC1,20.7,1,,20.7,20.7
CN1CCC(c2cccc(Nc3cccc(-c4cc(F)cc(N5CCOCC5)c4)n3)c2)CC1,13.7,1,,13.7,13.7
CN1CCC(c2cccc(Nc3cccc(-c4cccc(F)c4)n3)c2)CC1,8.1,1,,8.1,8.1
CN1CCC(c2cccc(Nc3nccc(-c4cc(F)cc(N5CCOCC5)c4)n3)c2)CC1,12.0,1,,12.0,12.0
CN1CCCC(Cn2ccc3c([nH]c4cc(Cl)ccc43)c2=O)C1=O,27.35,2,0.6363961030678955,26.9,27.8
CN1CCCC(Cn2ccc3c([nH]c4cc(F)ccc43)c2=O)C1=O,12.05,2,2.4748737341529163,10.3,13.8
CN1CCCCC1c1ccc(Nc2cccc(-c3cccc(F)c3)n2)cc1,9.6,1,,9.6,9.6
CN1CCCC[C@@H]1CCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,2.1,1,,2.1,2.1
CN1CCCC[C@H]1CCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,1.7,1,,1.7,1.7
CN1CCC[C@@H](COc2cc3c4ccc(Cl)cc4n(C)c3nn2)C1,3.4,1,,3.4,3.4
CN1CCC[C@@H](COc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,2.9,1,,2.9,2.9
CN1CCC[C@@H](Cn2ccc3c([nH]c4c(Cl)cccc43)c2=O)C1,11.5,1,,11.5,11.5
CN1CCC[C@@H](Cn2ccc3c([nH]c4cc(C(F)(F)F)ncc43)c2=O)C1,2.2,1,,2.2,2.2
CN1CCC[C@@H](Cn2ccc3c([nH]c4cc(Cl)ccc43)c2=O)C1,4.1,1,,4.1,4.1
CN1CCC[C@@H](Cn2ccc3c([nH]c4cc(Cl)ncc43)c2=O)C1,0.0,1,,0.0,0.0
CN1CCC[C@@H](Cn2ccc3c([nH]c4cc(OCC5CC5)ccc43)c2=O)C1,6.2,1,,6.2,6.2
CN1CCC[C@@H](Cn2ccc3c([nH]c4ccc(OCC(F)F)cc43)c2=O)C1,4.3,1,,4.3,4.3
CN1CCC[C@@H](Cn2ccc3c([nH]c4ccc(OCC5CC5)cc43)c2=O)C1,6.7,1,,6.7,6.7
CN1CCC[C@@H](Cn2ccc3c([nH]c4ccc(OCC5COC5)cc43)c2=O)C1,10.3,1,,10.3,10.3
CN1CCC[C@@H](Cn2ccc3c([nH]c4nc(C5CC5)ccc43)c2=O)C1,2.3,1,,2.3,2.3
CN1CCC[C@@H](Cn2ccc3c4cc(OCC(F)F)ccc4n(C)c3c2=O)C1,5.7,1,,5.7,5.7
CN1CCC[C@@H](Cn2ccc3c4cc(OCC5CC5)ccc4n(C)c3c2=O)C1,6.8,1,,6.8,6.8
CN1CCC[C@@H](Cn2ccc3c4cc(OCC5COC5)ccc4n(C)c3c2=O)C1,17.2,1,,17.2,17.2
CN1CCC[C@@H](Cn2cnc3c([nH]c4c(Cl)cccc43)c2=O)C1,5.8,1,,5.8,5.8
CN1CCC[C@@H](Cn2cnc3c4cc(OCC(F)F)ccc4n(C)c3c2=O)C1,6.5,1,,6.5,6.5
CN1CCC[C@@H](Cn2cnc3c4cc(OCC5CC5)ccc4n(C)c3c2=O)C1,3.4,1,,3.4,3.4
CN1CCC[C@@H](Cn2nc3c(cc2=O)c2ccc(Cl)cc2n3C)C1,7.4,1,,7.4,7.4
CN1CCC[C@@H](Oc2ccc3c(c2)[nH]c2c(=O)n(C)cc(Cl)c23)C1,11.5,1,,11.5,11.5
CN1CCC[C@@H](Oc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,6.6,1,,6.6,6.6
CN1CCC[C@@H]1COc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,2.8,1,,2.8,2.8
CN1CCC[C@H](COc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,0.0,1,,0.0,0.0
CN1CCC[C@H](Oc2ccc3c(c2)[nH]c2c(=O)n(C)cc(Cl)c23)C1,11.2,1,,11.2,11.2
CN1CCC[C@H](Oc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,13.9,1,,13.9,13.9
CN1CCC[C@H]1COc1ccc(-c2nc3cc(-c4ccc5[nH]c(-c6ccc([O-])cc6)nc5c4)ccc3[nH]2)cc1,56.4,1,,56.4,56.4
CN1CCC[C@H]1COc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,5.9,1,,5.9,5.9
CN1CCN(C(=O)COc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,2.5,1,,2.5,2.5
CN1CCN(C(=O)Cn2cccc(Nc3cccc(-c4cccnc4)n3)c2=O)CC1,15.1,1,,15.1,15.1
CN1CCN(C(=O)Nc2cccc(Nc3cccc(-c4cccnc4)n3)n2)CC1,53.8,1,,53.8,53.8
CN1CCN(CCCOc2ccc3sc4c(c3c2)SCCN(C)C4=O)CC1,8.8,1,,8.8,8.8
CN1CCN(CCCOc2ccc3sc4c(c3c2)SCCNC4=O)CC1,11.6,1,,11.6,11.6
